2023-02-01 18:04:43 INFO  KubowApplication:67 - Using target [system] located in path [targets]
2023-02-01 18:04:48 INFO  KubowEffectorManager:146 - EffectorManager: An effector was created scaleUp@127.0.0.1
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: KubeZnnInfoGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: eaf760ff-6a5b-41f0-817b-d5e7e0ef0890[GAUGE]: G - Kubow Gauge started.
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: eaf760ff-6a5b-41f0-817b-d5e7e0ef0890[GAUGE]: G - Kubow Gauge started.
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created ReplicasHighGauge:KubowGaugeT@127.0.0.1
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: KubeFailureManagerInfoGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: KubeZnnInfoGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: TrafficGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: SloGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: ReplicasHighGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: KubeFailureManagerInfoGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created ReplicasHighGauge:KubowGaugeT@127.0.0.1
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: ReplicasHighGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: ReplicasLowGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: ReplicasLowGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: CpufailureGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: ReplicasTextGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: StabilityGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: SloGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: TrafficGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: eaf760ff-6a5b-41f0-817b-d5e7e0ef0890[EFFECTOR_MANAGER]: Java-based IEffector scaleUp
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: eaf760ff-6a5b-41f0-817b-d5e7e0ef0890[EFFECTOR_MANAGER]: Java-based IEffector scaleDown
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created TrafficGauge:KubowGaugeT@127.0.0.1
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: eaf760ff-6a5b-41f0-817b-d5e7e0ef0890[EFFECTOR_MANAGER]: Java-based IEffector rollOut
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created TrafficGauge:KubowGaugeT@127.0.0.1
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created ReplicasLowGauge:KubowGaugeT@127.0.0.1
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created ReplicasLowGauge:KubowGaugeT@127.0.0.1
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created ReplicasTextGauge:KubowGaugeT@127.0.0.1
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created ReplicasTextGauge:KubowGaugeT@127.0.0.1
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created SloGauge:KubowGaugeT@127.0.0.1
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: StabilityGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: ReplicasTextGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:48 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: CpufailureGauge:KubowGaugeT@127.0.0.1 was configured.
2023-02-01 18:04:51 INFO  DataLogger:200 - #adapt-select-begin
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - ADAPTATION_MANAGER: Checking if adaptation is required
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: Checking if adaptation is required
2023-02-01 18:04:51 INFO  DataLogger:202 - #adapt-select-end
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - ADAPTATION_MANAGER: >> do strategy: ReduceCostImproveFidelity
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: >> do strategy: ReduceCostImproveFidelity
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - ADAPTATION_MANAGER: ReduceCostImproveFidelity
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: ReduceCostImproveFidelity
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - EXECUTOR: Dequeued an adaptation
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - EXECUTOR: [[Rainbow Strategy Executor]]: Executing an adaptation
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: Dequeued an adaptation
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: [[Rainbow Strategy Executor]]: Executing an adaptation
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - EXECUTOR: Visiting execution leaf
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: Visiting execution leaf
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - EXECUTOR: [[Rainbow Strategy Executor]]: Executing Strategy ReduceCostImproveFidelity
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: [[Rainbow Strategy Executor]]: Executing Strategy ReduceCostImproveFidelity
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - MODEL: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.null([KubeZnnSystem:Acme, AdapttionTree, ADAPTATION_EXECUTING, ])]
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[MODEL]: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.null([KubeZnnSystem:Acme, AdapttionTree, ADAPTATION_EXECUTING, ])]
2023-02-01 18:04:51 INFO  Ohana:1230 - t0 expression condition! false
2023-02-01 18:04:51 INFO  Ohana:1230 - t1 expression condition! false
2023-02-01 18:04:51 INFO  Ohana:841 - t2 DEFAULT condition!
2023-02-01 18:04:51 INFO  Ohana:1132 - NULL action!
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - EXECUTOR: [[Rainbow Strategy Executor]]: Finished executing node t2:done->STATUSQUO
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: [[Rainbow Strategy Executor]]: Finished executing node t2:done->STATUSQUO
2023-02-01 18:04:51 INFO  Ohana:710 - Strategy execution trail: [*0*, t2]
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - EXECUTOR: [[Rainbow Strategy Executor]]: Outcome(ReduceCostImproveFidelity): STATUSQUO
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: [[Rainbow Strategy Executor]]: Outcome(ReduceCostImproveFidelity): STATUSQUO
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - EXECUTOR: Visiting execution leaf
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: Visiting execution leaf
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - ADAPTATION_MANAGER: *S* outcome: ReduceCostImproveFidelity;STATUSQUO
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: *S* outcome: ReduceCostImproveFidelity;STATUSQUO
2023-02-01 18:04:51 INFO  DataLogger:182 - #adapt-outcome: ReduceCostImproveFidelity;STATUSQUO
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - ADAPTATION_MANAGER: History: ReduceCostImproveFidelity[1, 0, 0, 1]
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: History: ReduceCostImproveFidelity[1, 0, 0, 1]
2023-02-01 18:04:51 INFO  DataLogger:380 - #adapt-stat: ReduceCostImproveFidelity[1, 0, 0, 1]
2023-02-01 18:04:51 INFO  DataLogger:187 - #adapt-end
2023-02-01 18:04:51 INFO  KubowApplication:98 - Initialized rainbow delegate with ID eaf760ff-6a5b-41f0-817b-d5e7e0ef0890
2023-02-01 18:04:51 INFO  Rainbow:532 - RM: Starting probes
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - MODEL: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity([KubeZnnSystem:Acme, Strategy, STRATEGY_EXECUTING, ])]
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[MODEL]: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity([KubeZnnSystem:Acme, Strategy, STRATEGY_EXECUTING, ])]
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:35 - MODEL: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity.t2([KubeZnnSystem:Acme, Strategy, NODE_EXECUTING, ])]
2023-02-01 18:04:51 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:51 INFO  Rainbow:694 - Delegate: master[MODEL]: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity.t2([KubeZnnSystem:Acme, Strategy, NODE_EXECUTING, ])]
2023-02-01 18:04:52 INFO  GuavaMasterReportingPort:35 - MODEL: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity.t2([KubeZnnSystem:Acme, Strategy, NODE_DONE, STATUSQUO])]
2023-02-01 18:04:52 INFO  GuavaMasterReportingPort:36 - 
2023-02-01 18:04:52 INFO  Rainbow:694 - Delegate: master[MODEL]: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity.t2([KubeZnnSystem:Acme, Strategy, NODE_DONE, STATUSQUO])]
