2023-01-31 20:45:18 INFO  KubowApplication:67 - Using target [system] located in path [targets]
2023-01-31 20:45:21 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:21 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: Parsed script /usr/share/kubow/targets/system/adaptation/tactics.s
2023-01-31 20:45:21 INFO  GuavaMasterReportingPort:35 - ADAPTATION_MANAGER: Parsed script /usr/share/kubow/targets/system/adaptation/strategies.s
2023-01-31 20:45:21 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:21 INFO  GuavaMasterReportingPort:35 - ADAPTATION_MANAGER: Kubow Adaptation Manager started.
2023-01-31 20:45:21 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:21 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: Parsed script /usr/share/kubow/targets/system/adaptation/strategies.s
2023-01-31 20:45:21 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: Kubow Adaptation Manager started.
2023-01-31 20:45:21 INFO  GuavaMasterReportingPort:35 - EXECUTOR: Strategy executor initialized
2023-01-31 20:45:21 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:21 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: Strategy executor initialized
2023-01-31 20:45:21 INFO  GuavaMasterReportingPort:35 - EXECUTOR: Rainbow Strategy Executor started.
2023-01-31 20:45:21 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:21 INFO  Rainbow:532 - RM: Rainbow Master started.
2023-01-31 20:45:21 INFO  KubowApplication:79 - Initialized rainbow master
2023-01-31 20:45:21 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: Rainbow Strategy Executor started.
2023-01-31 20:45:21 INFO  KubowApplication:92 - Trying to initialize rainbow delegate
2023-01-31 20:45:21 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[DELEGATE]: RD-0c6e438f-190e-4e40-83fe-f974805df710[2023.01.31-20:45:21.720+0000]: Attempting to connecto to master.
2023-01-31 20:45:21 INFO  Rainbow:340 - Master created management connection with delegate 0c6e438f-190e-4e40-83fe-f974805df710
2023-01-31 20:45:21 INFO  Rainbow:358 - Sending configuration information to 0c6e438f-190e-4e40-83fe-f974805df710.
2023-01-31 20:45:21 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[DELEGATE]: RD-0c6e438f-190e-4e40-83fe-f974805df710[2023.01.31-20:45:21.800+0000]: Received configuration information.
2023-01-31 20:45:21 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[DELEGATE]: RD-0c6e438f-190e-4e40-83fe-f974805df710[2023.01.31-20:45:21.803+0000]: Starting.
2023-01-31 20:45:21 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[DELEGATE]: RD-0c6e438f-190e-4e40-83fe-f974805df710[2023.01.31-20:45:21.804+0000]: Rainbow Delegate started.
2023-01-31 20:45:22 INFO  KubowProbe:29 - Probe CpufailureProbe@127.0.0.1 initialized
2023-01-31 20:45:23 INFO  PrometheusClient:25 - Prometheus client successfully initialized for host http://prometheus.default.svc:9090
2023-01-31 20:45:23 INFO  KubowProbe:29 - Probe DeploymentFailureManagerPropertiesProbe@127.0.0.1 initialized
2023-01-31 20:45:23 INFO  KubowProbe:29 - Probe DeploymentPropertiesProbe@127.0.0.1 initialized
2023-01-31 20:45:23 INFO  KubowProbe:29 - Probe ReplicasHighProbe@127.0.0.1 initialized
2023-01-31 20:45:23 INFO  PrometheusClient:25 - Prometheus client successfully initialized for host http://prometheus.default.svc:9090
2023-01-31 20:45:23 INFO  KubowProbe:29 - Probe ReplicasLowProbe@127.0.0.1 initialized
2023-01-31 20:45:23 INFO  PrometheusClient:25 - Prometheus client successfully initialized for host http://prometheus.default.svc:9090
2023-01-31 20:45:23 INFO  KubowProbe:29 - Probe ReplicasTextProbe@127.0.0.1 initialized
2023-01-31 20:45:23 INFO  PrometheusClient:25 - Prometheus client successfully initialized for host http://prometheus.default.svc:9090
2023-01-31 20:45:23 INFO  KubowProbe:29 - Probe SloProbe@127.0.0.1 initialized
2023-01-31 20:45:23 INFO  PrometheusClient:25 - Prometheus client successfully initialized for host http://prometheus.default.svc:9090
2023-01-31 20:45:23 INFO  KubowProbe:29 - Probe StabilityProbe@127.0.0.1 initialized
2023-01-31 20:45:23 INFO  PrometheusClient:25 - Prometheus client successfully initialized for host http://prometheus.default.svc:9090
2023-01-31 20:45:23 INFO  KubowProbe:29 - Probe TrafficProbe@127.0.0.1 initialized
2023-01-31 20:45:23 INFO  PrometheusClient:25 - Prometheus client successfully initialized for host http://prometheus.default.svc:9090
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Created CpufailureGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created CpufailureGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Gauge Manager: A gauge was created CpufailureGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created CpufailureGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[GAUGE]: G - Kubow Gauge started.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Created KubeFailureManagerInfoGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[GAUGE]: G - Kubow Gauge started.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Gauge Manager: A gauge was created KubeFailureManagerInfoGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Created KubeZnnInfoGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Gauge Manager: A gauge was created KubeZnnInfoGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created KubeFailureManagerInfoGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created KubeZnnInfoGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Created ReplicasHighGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Gauge Manager: A gauge was created ReplicasHighGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created KubeZnnInfoGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created KubeFailureManagerInfoGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Created SloGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created ReplicasHighGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[GAUGE]: G - Kubow Gauge started.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Gauge Manager: A gauge was created SloGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[GAUGE]: G - Kubow Gauge started.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[GAUGE]: G - Kubow Gauge started.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Created ReplicasTextGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created SloGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Gauge Manager: A gauge was created ReplicasTextGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[GAUGE]: G - Kubow Gauge started.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Created ReplicasLowGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created SloGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[GAUGE]: G - Kubow Gauge started.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Gauge Manager: A gauge was created ReplicasLowGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created ReplicasHighGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[GAUGE]: G - Kubow Gauge started.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Created TrafficGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created ReplicasLowGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created ReplicasLowGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Gauge Manager: A gauge was created TrafficGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created ReplicasTextGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Created StabilityGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created ReplicasTextGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: Gauge Manager: A gauge was created StabilityGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created StabilityGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created TrafficGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[GAUGE]: G - Kubow Gauge started.
2023-01-31 20:45:23 INFO  RollOutEffector:128 - E[rollOut] + rollOut@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[EFFECTOR_MANAGER]: Java-based IEffector rollOut
2023-01-31 20:45:23 INFO  KubowEffectorManager:146 - EffectorManager: An effector was created rollOut@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Created TrafficGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  ScaleDownEffector:128 - E[scaleDown] + scaleDown@127.0.0.1
2023-01-31 20:45:23 INFO  KubowEffectorManager:146 - EffectorManager: An effector was created scaleDown@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: Gauge Manager: A gauge was created StabilityGauge:KubowGaugeT@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[EFFECTOR_MANAGER]: Java-based IEffector scaleDown
2023-01-31 20:45:23 INFO  ScaleUpEffector:128 - E[scaleUp] + scaleUp@127.0.0.1
2023-01-31 20:45:23 INFO  KubowEffectorManager:146 - EffectorManager: An effector was created scaleUp@127.0.0.1
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: 0c6e438f-190e-4e40-83fe-f974805df710[EFFECTOR_MANAGER]: Java-based IEffector scaleUp
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: KubeZnnInfoGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: TrafficGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: KubeZnnInfoGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: StabilityGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: TrafficGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: SloGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: ReplicasHighGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: SloGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: CpufailureGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: StabilityGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: ReplicasLowGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: CpufailureGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: ReplicasTextGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: ReplicasHighGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:35 - GAUGE_MANAGER: KubeFailureManagerInfoGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: ReplicasTextGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: ReplicasLowGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:23 INFO  Rainbow:694 - Delegate: master[GAUGE_MANAGER]: KubeFailureManagerInfoGauge:KubowGaugeT@127.0.0.1 was configured.
2023-01-31 20:45:26 INFO  DataLogger:200 - #adapt-select-begin
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - ADAPTATION_MANAGER: Checking if adaptation is required
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: Checking if adaptation is required
2023-01-31 20:45:26 INFO  DataLogger:202 - #adapt-select-end
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - ADAPTATION_MANAGER: >> do strategy: ReduceCostImproveFidelity
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: >> do strategy: ReduceCostImproveFidelity
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - ADAPTATION_MANAGER: ReduceCostImproveFidelity
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: ReduceCostImproveFidelity
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - EXECUTOR: Dequeued an adaptation
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - EXECUTOR: [[Rainbow Strategy Executor]]: Executing an adaptation
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: Dequeued an adaptation
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: [[Rainbow Strategy Executor]]: Executing an adaptation
2023-01-31 20:45:26 INFO  KubowApplication:98 - Initialized rainbow delegate with ID 0c6e438f-190e-4e40-83fe-f974805df710
2023-01-31 20:45:26 INFO  Rainbow:532 - RM: Starting probes
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - EXECUTOR: Visiting execution leaf
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - EXECUTOR: [[Rainbow Strategy Executor]]: Executing Strategy ReduceCostImproveFidelity
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: Visiting execution leaf
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: [[Rainbow Strategy Executor]]: Executing Strategy ReduceCostImproveFidelity
2023-01-31 20:45:26 INFO  Ohana:1230 - t0 expression condition! false
2023-01-31 20:45:26 INFO  Ohana:1230 - t1 expression condition! false
2023-01-31 20:45:26 INFO  Ohana:841 - t2 DEFAULT condition!
2023-01-31 20:45:26 INFO  Ohana:1132 - NULL action!
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - EXECUTOR: [[Rainbow Strategy Executor]]: Finished executing node t2:done->STATUSQUO
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: [[Rainbow Strategy Executor]]: Finished executing node t2:done->STATUSQUO
2023-01-31 20:45:26 INFO  Ohana:710 - Strategy execution trail: [*0*, t2]
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - EXECUTOR: [[Rainbow Strategy Executor]]: Outcome(ReduceCostImproveFidelity): STATUSQUO
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: [[Rainbow Strategy Executor]]: Outcome(ReduceCostImproveFidelity): STATUSQUO
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - EXECUTOR: Visiting execution leaf
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - MODEL: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.null([KubeZnnSystem:Acme, AdapttionTree, ADAPTATION_EXECUTING, ])]
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[MODEL]: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.null([KubeZnnSystem:Acme, AdapttionTree, ADAPTATION_EXECUTING, ])]
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - ADAPTATION_MANAGER: *S* outcome: ReduceCostImproveFidelity;STATUSQUO
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[EXECUTOR]: Visiting execution leaf
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: *S* outcome: ReduceCostImproveFidelity;STATUSQUO
2023-01-31 20:45:26 INFO  DataLogger:182 - #adapt-outcome: ReduceCostImproveFidelity;STATUSQUO
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:35 - ADAPTATION_MANAGER: History: ReduceCostImproveFidelity[1, 0, 0, 1]
2023-01-31 20:45:26 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:26 INFO  Rainbow:694 - Delegate: master[ADAPTATION_MANAGER]: History: ReduceCostImproveFidelity[1, 0, 0, 1]
2023-01-31 20:45:26 INFO  DataLogger:380 - #adapt-stat: ReduceCostImproveFidelity[1, 0, 0, 1]
2023-01-31 20:45:26 INFO  DataLogger:187 - #adapt-end
2023-01-31 20:45:27 INFO  GuavaMasterReportingPort:35 - MODEL: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity([KubeZnnSystem:Acme, Strategy, STRATEGY_EXECUTING, ])]
2023-01-31 20:45:27 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:27 INFO  Rainbow:694 - Delegate: master[MODEL]: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity([KubeZnnSystem:Acme, Strategy, STRATEGY_EXECUTING, ])]
2023-01-31 20:45:27 INFO  GuavaMasterReportingPort:35 - MODEL: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity.t2([KubeZnnSystem:Acme, Strategy, NODE_EXECUTING, ])]
2023-01-31 20:45:27 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:27 INFO  Rainbow:694 - Delegate: master[MODEL]: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity.t2([KubeZnnSystem:Acme, Strategy, NODE_EXECUTING, ])]
2023-01-31 20:45:27 INFO  GuavaMasterReportingPort:35 - MODEL: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity.t2([KubeZnnSystem:Acme, Strategy, NODE_DONE, STATUSQUO])]
2023-01-31 20:45:27 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:27 INFO  Rainbow:694 - Delegate: master[MODEL]: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity.t2([KubeZnnSystem:Acme, Strategy, NODE_DONE, STATUSQUO])]
2023-01-31 20:45:27 INFO  GuavaMasterReportingPort:35 - MODEL: Executing O[strategy-execution-KubeZnnSystem:Acme:ExecutionHistory/strategyExecutionState.kubow.strategies.ReduceCostImproveFidelity([KubeZnnSystem:Acme, Strategy, STRATEGY_DONE, STATUSQUO])]
2023-01-31 20:45:27 INFO  GuavaMasterReportingPort:36 - 
2023-01-31 20:45:27 INFO  KubowProbe:41 - Probe CpufailureProbe@127.0.0.1 has collected nothing
